Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDE46,12.857645184136183,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,Medium,Tier 3,Supermarket Type3,906.8196,37,Food
FDQ09,12.857645184136183,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,Medium,Tier 3,Supermarket Type3,4376.9692,37,Food
NCB54,8.76,Non-Edible,0.050011058,Health and Hygiene,126.7336,OUT013,High,Tier 3,Supermarket Type1,639.168,35,Non-Consumable
NCV18,6.775,Non-Edible,0.105225964,Household,84.225,OUT035,Small,Tier 2,Supermarket Type1,3162.55,18,Non-Consumable
NCG55,16.25,Non-Edible,0.039207025,Household,116.1176,OUT049,Medium,Tier 1,Supermarket Type1,2633.9048,23,Non-Consumable
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,Small,Tier 2,Supermarket Type1,1054.6272,18,Food
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,High,Tier 3,Supermarket Type1,3781.744,35,Food
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,Small,Tier 2,Supermarket Type1,638.5022,20,Drinks
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,Medium,Tier 3,Supermarket Type2,593.2278,13,Food
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,Small,Tier 3,Grocery Store,115.1834,24,Drinks
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,Small,Tier 2,Supermarket Type1,1959.4494,20,Food
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,Small,Tier 2,Supermarket Type1,1840.937,18,Food
FDM03,12.65,Low Fat,0.0,Meat,107.8938,OUT046,Small,Tier 1,Supermarket Type1,750.3566,25,Food
FDF35,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,Medium,Tier 1,Supermarket Type1,750.3566,23,Food
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,Small,Tier 2,Supermarket Type1,7685.9952,15,Drinks
NCV41,14.35,Non-Edible,0.017065268,Health and Hygiene,109.5228,OUT049,Medium,Tier 1,Supermarket Type1,1768.3648,23,Non-Consumable
NCK53,12.857645184136183,Non-Edible,0.0,Health and Hygiene,100.8042,OUT027,Medium,Tier 3,Supermarket Type3,3472.147,37,Non-Consumable
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,Small,Tier 2,Supermarket Type1,540.6296,20,Food
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,High,Tier 3,Supermarket Type1,1596.5884,35,Food
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,OUT035,Small,Tier 2,Supermarket Type1,1024.6662,18,Food
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,Small,Tier 2,Supermarket Type1,205.0664,18,Food
FDX55,15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,Small,Tier 1,Supermarket Type1,6096.0648,25,Food
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,Medium,Tier 3,Supermarket Type2,3289.052,13,Drinks
NCD06,13.0,Non-Edible,0.099242622,Household,46.306,OUT013,High,Tier 3,Supermarket Type1,699.09,35,Non-Consumable
FDW22,12.857645184136183,Regular,0.030143704,Snack Foods,222.0114,OUT027,Medium,Tier 3,Supermarket Type3,6207.9192,37,Food
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,Small,Tier 2,Supermarket Type1,3950.1914,20,Food
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,Small,Tier 2,Supermarket Type1,1331.6,18,Food
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,Small,Tier 1,Supermarket Type1,3062.0142,25,Food
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,OUT046,Small,Tier 1,Supermarket Type1,4294.41,25,Food
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,Small,Tier 3,Grocery Store,399.48,24,Food
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,Small,Tier 2,Supermarket Type1,739.038,18,Food
FDS52,12.857645184136183,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,Small,Tier 1,Grocery Store,101.2016,37,Food
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,Medium,Tier 3,Supermarket Type2,4042.7376,13,Food
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,115.0834,OUT045,Small,Tier 2,Supermarket Type1,2764.4016,20,Food
FDV28,16.1,Regular,0.0,Frozen Foods,35.1558,OUT017,Small,Tier 2,Supermarket Type1,339.558,15,Food
NCP53,14.75,Non-Edible,0.033076388,Health and Hygiene,237.2906,OUT017,Small,Tier 2,Supermarket Type1,3089.9778,15,Non-Consumable
NCN43,12.15,Non-Edible,0.006770252,Others,124.473,OUT049,Medium,Tier 1,Supermarket Type1,1231.73,23,Non-Consumable
NCI31,12.857645184136183,Non-Edible,0.142393355,Others,36.419,OUT019,Small,Tier 1,Grocery Store,109.857,37,Non-Consumable
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,Small,Tier 2,Supermarket Type1,892.172,20,Food
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,Small,Tier 2,Supermarket Type1,5049.4272,15,Food
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,Small,Tier 2,Supermarket Type1,1018.674,18,Food
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,Medium,Tier 3,Supermarket Type2,2540.6928,13,Food
NCU06,17.6,Non-Edible,0.074522745,Household,228.801,OUT049,Medium,Tier 1,Supermarket Type1,3215.814,23,Non-Consumable
FDV16,12.857645184136183,Regular,0.145200948,Frozen Foods,35.4558,OUT019,Small,Tier 1,Grocery Store,135.8232,37,Food
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,Small,Tier 2,Supermarket Type1,3089.9778,20,Food
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,Medium,Tier 1,Supermarket Type1,2836.308,23,Drinks
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,Small,Tier 2,Supermarket Type1,703.0848,18,Food
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,Small,Tier 2,Supermarket Type1,2527.3768,18,Food
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,Small,Tier 2,Supermarket Type1,282.2992,18,Food
FDJ09,15.0,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,Medium,Tier 1,Supermarket Type1,679.116,23,Food
NCS54,12.857645184136183,Non-Edible,0.00994477,Household,177.837,OUT027,Medium,Tier 3,Supermarket Type3,6528.169,37,Non-Consumable
FDJ33,12.857645184136183,Regular,0.087894475,Snack Foods,121.173,OUT027,Medium,Tier 3,Supermarket Type3,2586.633,37,Food
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,Small,Tier 3,Grocery Store,790.9704,24,Food
FDN24,12.857645184136183,Low Fat,0.198316649,Baking Goods,54.3956,OUT019,Small,Tier 1,Grocery Store,272.978,37,Food
FDX21,7.05,Low Fat,0.084949955,Snack Foods,109.7912,OUT035,Small,Tier 2,Supermarket Type1,1091.912,18,Food
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,OUT013,High,Tier 3,Supermarket Type1,1158.492,35,Food
NCZ06,19.6,Non-Edible,0.094545236,Household,254.7698,OUT018,Medium,Tier 3,Supermarket Type2,5327.0658,13,Non-Consumable
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,OUT013,High,Tier 3,Supermarket Type1,4288.4178,35,Food
NCH07,13.15,Non-Edible,0.092811105,Household,159.7604,OUT049,Medium,Tier 1,Supermarket Type1,4119.9704,23,Non-Consumable
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,OUT018,Medium,Tier 3,Supermarket Type2,4566.7222,13,Food
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,Medium,Tier 1,Supermarket Type1,1750.3882,23,Food
FDZ48,17.75,Low Fat,0.076113671,Baking Goods,111.4544,OUT045,Small,Tier 2,Supermarket Type1,1006.6896,20,Food
FDY48,14.0,Low Fat,0.023783007,Baking Goods,104.0332,OUT045,Small,Tier 2,Supermarket Type1,1435.4648,20,Food
FDK16,12.857645184136183,Low Fat,0.114771298,Frozen Foods,93.9094,OUT027,Medium,Tier 3,Supermarket Type3,3903.5854,37,Food
FDT16,9.895,Regular,0.048662357,Frozen Foods,261.7278,OUT046,Small,Tier 1,Supermarket Type1,4685.9004,25,Food
FDC26,10.195,Low Fat,0.211539389,Canned,110.9886,OUT010,Small,Tier 3,Grocery Store,111.1886,24,Food
DRJ47,18.25,Low Fat,0.044430561,Hard Drinks,174.208,OUT018,Medium,Tier 3,Supermarket Type2,2596.62,13,Drinks
FDQ04,6.4,Low Fat,0.141860161,Frozen Foods,41.0796,OUT010,Small,Tier 3,Grocery Store,41.2796,24,Food
FDN40,5.88,Low Fat,0.0,Frozen Foods,154.2998,OUT046,Small,Tier 1,Supermarket Type1,1999.3974,25,Food
FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,High,Tier 3,Supermarket Type1,2707.1428,35,Food
FDC11,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,OUT018,Medium,Tier 3,Supermarket Type2,1427.4752,13,Food
FDQ39,14.8,Low Fat,0.13564792,Meat,190.8846,OUT010,Small,Tier 3,Grocery Store,191.0846,24,Food
FDB33,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,OUT049,Medium,Tier 1,Supermarket Type1,3819.0288,23,Food
FDU27,18.6,Regular,0.28701714,Meat,48.8376,OUT010,Small,Tier 3,Grocery Store,47.9376,24,Food
FDM44,12.5,Low Fat,0.031112643,Fruits and Vegetables,104.999,OUT045,Small,Tier 2,Supermarket Type1,1444.786,20,Food
FDT32,19.0,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,Small,Tier 2,Supermarket Type1,5275.7992,18,Food
DRC13,8.26,Regular,0.032573725,Soft Drinks,125.073,OUT018,Medium,Tier 3,Supermarket Type2,985.384,13,Drinks
NCO07,9.06,Non-Edible,0.009776268,Others,213.756,OUT046,Small,Tier 1,Supermarket Type1,1065.28,25,Non-Consumable
FDJ16,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,OUT018,Medium,Tier 3,Supermarket Type2,926.7936,13,Food
FDB22,12.857645184136183,Low Fat,0.110901004,Snack Foods,155.0998,OUT027,Medium,Tier 3,Supermarket Type3,2768.3964,37,Food
NCS30,5.945,Non-Edible,0.093214866,Household,129.1652,OUT045,Small,Tier 2,Supermarket Type1,2841.6344,20,Non-Consumable
FDQ59,12.857645184136183,Regular,0.0,Breads,84.5908,OUT027,Medium,Tier 3,Supermarket Type3,3020.0688,37,Food
FDI38,13.35,Regular,0.014649641,Canned,207.3638,OUT049,Medium,Tier 1,Supermarket Type1,5797.7864,23,Food
FDR52,12.65,Regular,0.07603021,Frozen Foods,189.0846,OUT035,Small,Tier 2,Supermarket Type1,4012.7766,18,Food
FDT15,12.15,Regular,0.042855388,Meat,181.695,OUT018,Medium,Tier 3,Supermarket Type2,2929.52,13,Food
FDR52,12.857645184136183,Regular,0.133144259,Frozen Foods,190.8846,OUT019,Small,Tier 1,Grocery Store,191.0846,37,Food
FDS60,20.85,Low Fat,0.032580705,Baking Goods,180.066,OUT018,Medium,Tier 3,Supermarket Type2,2157.192,13,Food
FDK52,18.25,Low Fat,0.0,Frozen Foods,224.1062,OUT018,Medium,Tier 3,Supermarket Type2,4965.5364,13,Food
FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,Small,Tier 2,Supermarket Type1,2848.9582,20,Food
NCQ53,17.6,Non-Edible,0.018943666,Health and Hygiene,237.359,OUT045,Small,Tier 2,Supermarket Type1,6145.334,20,Non-Consumable
FDN28,5.88,Regular,0.030371121,Frozen Foods,101.799,OUT018,Medium,Tier 3,Supermarket Type2,1960.781,13,Food
FDU12,12.857645184136183,Regular,0.132630345,Baking Goods,263.8568,OUT019,Small,Tier 1,Grocery Store,790.9704,37,Food
FDT03,21.25,Low Fat,0.01001904,Meat,184.6608,OUT045,Small,Tier 2,Supermarket Type1,367.5216,20,Food
FDY57,20.2,Regular,0.121254236,Snack Foods,94.5752,OUT046,Small,Tier 1,Supermarket Type1,1821.6288,25,Food
FDH56,9.8,Regular,0.063764099,Fruits and Vegetables,113.8492,OUT013,High,Tier 3,Supermarket Type1,1737.738,35,Food
DRM23,16.6,Low Fat,0.136286138,Hard Drinks,171.4422,OUT018,Medium,Tier 3,Supermarket Type2,2241.7486,13,Drinks
FDZ07,12.857645184136183,Regular,0.164391573,Fruits and Vegetables,62.8194,OUT019,Small,Tier 1,Grocery Store,61.9194,37,Food
FDK40,7.035,Low Fat,0.02189371,Frozen Foods,262.791,OUT045,Small,Tier 2,Supermarket Type1,3681.874,20,Food
FDU04,7.93,Low Fat,0.0,Frozen Foods,121.8414,OUT046,Small,Tier 1,Supermarket Type1,2802.3522,25,Food
DRL37,15.5,Low Fat,0.0,Soft Drinks,41.377,OUT017,Small,Tier 2,Supermarket Type1,649.155,15,Drinks
FDT26,12.857645184136183,Regular,0.067624438,Dairy,120.944,OUT027,Medium,Tier 3,Supermarket Type3,1078.596,37,Food
FDT24,12.35,Regular,0.186236236,Baking Goods,78.7328,OUT045,Small,Tier 2,Supermarket Type1,1390.1904,20,Food
FDX57,12.857645184136183,Regular,0.047037323,Snack Foods,96.4068,OUT027,Medium,Tier 3,Supermarket Type3,2624.5836,37,Food
FDA55,12.857645184136183,Regular,0.099780431,Fruits and Vegetables,225.2088,OUT019,Small,Tier 1,Grocery Store,447.4176,37,Food
NCN05,8.235,Non-Edible,0.014488997,Health and Hygiene,183.795,OUT045,Small,Tier 2,Supermarket Type1,2929.52,20,Non-Consumable
FDR58,6.675,Low Fat,0.04200648,Snack Foods,92.6462,OUT045,Small,Tier 2,Supermarket Type1,1665.8316,20,Food
FDX47,6.55,Regular,0.034575546,Breads,156.5288,OUT013,High,Tier 3,Supermarket Type1,1571.288,35,Food
NCH54,13.5,Non-Edible,0.072965144,Household,160.692,OUT018,Medium,Tier 3,Supermarket Type2,1917.504,13,Non-Consumable
NCH42,6.86,Non-Edible,0.036530411,Household,227.801,OUT035,Small,Tier 2,Supermarket Type1,3904.917,18,Non-Consumable
FDH56,9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,OUT045,Small,Tier 2,Supermarket Type1,2316.984,20,Food
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.1726,OUT018,Medium,Tier 3,Supermarket Type2,685.1082,13,Food
FDN20,19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,OUT017,Small,Tier 2,Supermarket Type1,3705.8428,15,Food
FDA15,9.3,Low Fat,0.016009057,Dairy,250.6092,OUT013,High,Tier 3,Supermarket Type1,6474.2392,35,Food
FDS48,12.857645184136183,Low Fat,0.048637888,Baking Goods,149.7708,OUT019,Small,Tier 1,Grocery Store,150.4708,37,Food
FDW02,4.805,Regular,0.037852995,Dairy,126.2704,OUT018,Medium,Tier 3,Supermarket Type2,3629.9416,13,Food
FDN03,12.857645184136183,Regular,0.015016891,Meat,248.6408,OUT027,Medium,Tier 3,Supermarket Type3,6759.2016,37,Food
FDF57,14.5,Regular,0.059160135,Fruits and Vegetables,170.7448,OUT017,Small,Tier 2,Supermarket Type1,2045.3376,15,Food
DRM37,15.35,Low Fat,0.096379585,Soft Drinks,196.5768,OUT035,Small,Tier 2,Supermarket Type1,4729.8432,18,Drinks
NCD54,21.1,Non-Edible,0.029008944,Household,143.3786,OUT046,Small,Tier 1,Supermarket Type1,866.8716,25,Non-Consumable
NCQ42,12.857645184136183,Non-Edible,0.039078047,Household,128.3678,OUT027,Medium,Tier 3,Supermarket Type3,3179.195,37,Non-Consumable
FDW49,19.5,Low Fat,0.082536604,Canned,177.2002,OUT035,Small,Tier 2,Supermarket Type1,2149.2024,18,Food
DRI03,6.03,Low Fat,0.0226848,Dairy,178.1028,OUT013,High,Tier 3,Supermarket Type1,4604.6728,35,Drinks
FDD14,20.7,Low Fat,0.170152831,Canned,182.6266,OUT045,Small,Tier 2,Supermarket Type1,2581.9724,20,Food
FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,Small,Tier 1,Supermarket Type1,2484.7656,25,Food
FDQ45,12.857645184136183,Regular,0.010864186,Snack Foods,185.3608,OUT027,Medium,Tier 3,Supermarket Type3,5329.0632,37,Food
FDX56,17.1,Regular,0.07436116,Fruits and Vegetables,206.1638,OUT018,Medium,Tier 3,Supermarket Type2,4141.276,13,Food
FDE51,12.857645184136183,Regular,0.168901843,Dairy,43.4086,OUT019,Small,Tier 1,Grocery Store,44.6086,37,Food
FDT47,5.26,Regular,0.02455854,Breads,95.6068,OUT045,Small,Tier 2,Supermarket Type1,2332.9632,20,Food
FDM22,14.0,Regular,0.041949832,Snack Foods,54.064,OUT035,Small,Tier 2,Supermarket Type1,1118.544,18,Food
FDB27,7.575,Low Fat,0.055502454,Dairy,196.5768,OUT045,Small,Tier 2,Supermarket Type1,1576.6144,20,Food
FDE02,12.857645184136183,Low Fat,0.120663214,Canned,95.6778,OUT027,Medium,Tier 3,Supermarket Type3,2910.2118,37,Food
FDD38,16.75,Regular,0.00819018,Canned,103.7674,OUT035,Small,Tier 2,Supermarket Type1,2852.2872,18,Food
FDF34,9.3,Regular,0.014098693,Snack Foods,197.7084,OUT017,Small,Tier 2,Supermarket Type1,3372.9428,15,Food
FDP15,15.2,Low Fat,0.0,Meat,256.033,OUT010,Small,Tier 3,Grocery Store,1281.665,24,Food
NCI29,8.6,Non-Edible,0.032806066,Health and Hygiene,143.6154,OUT017,Small,Tier 2,Supermarket Type1,2127.231,15,Non-Consumable
FDU27,18.6,Regular,0.172446822,Meat,47.1376,OUT017,Small,Tier 2,Supermarket Type1,767.0016,15,Food
NCD55,12.857645184136183,Non-Edible,0.024213354,Household,42.4454,OUT027,Medium,Tier 3,Supermarket Type3,293.6178,37,Non-Consumable
FDU37,9.5,Regular,0.0,Canned,79.596,OUT046,Small,Tier 1,Supermarket Type1,1038.648,25,Food
FDA01,15.0,Regular,0.054685839,Canned,60.2904,OUT017,Small,Tier 2,Supermarket Type1,1581.9408,15,Food
FDS13,6.465,Low Fat,0.124758619,Canned,264.1884,OUT045,Small,Tier 2,Supermarket Type1,3444.8492,20,Food
FDK55,18.5,Low Fat,0.02586664,Meat,88.9172,OUT018,Medium,Tier 3,Supermarket Type2,1695.1268,13,Food
FDR36,6.715,Regular,0.121563385,Baking Goods,43.7454,OUT035,Small,Tier 2,Supermarket Type1,545.2902,18,Food
DRK49,14.15,Low Fat,0.035999599,Soft Drinks,41.5138,OUT049,Medium,Tier 1,Supermarket Type1,162.4552,23,Drinks
DRM23,12.857645184136183,Low Fat,0.0,Hard Drinks,171.7422,OUT027,Medium,Tier 3,Supermarket Type3,6207.9192,37,Drinks
FDH47,13.5,Regular,0.21561193,Starchy Foods,98.6068,OUT010,Small,Tier 3,Grocery Store,97.2068,24,Food
FDZ21,17.6,Regular,0.039381633,Snack Foods,98.041,OUT018,Medium,Tier 3,Supermarket Type2,675.787,13,Food
FDI57,19.85,Low Fat,0.054331235,Seafood,198.7768,OUT017,Small,Tier 2,Supermarket Type1,4532.7664,15,Food
FDK26,12.857645184136183,Regular,0.056338482,Canned,184.624,OUT019,Small,Tier 1,Grocery Store,1304.968,37,Food
FDQ36,7.855,Regular,0.161516894,Baking Goods,37.0848,OUT035,Small,Tier 2,Supermarket Type1,447.4176,18,Food
FDJ58,12.857645184136183,Regular,0.184359831,Snack Foods,172.6764,OUT019,Small,Tier 1,Grocery Store,858.882,37,Food
FDD45,8.615,Low Fat,0.116484721,Fruits and Vegetables,94.1436,OUT045,Small,Tier 2,Supermarket Type1,1134.5232,20,Food
FDG50,7.405,Low Fat,0.015302764,Canned,89.9146,OUT045,Small,Tier 2,Supermarket Type1,2189.1504,20,Food
FDO36,12.857645184136183,Low Fat,0.136417078,Baking Goods,179.766,OUT019,Small,Tier 1,Grocery Store,179.766,37,Food
NCW42,18.2,Non-Edible,0.058707159,Household,220.5456,OUT018,Medium,Tier 3,Supermarket Type2,3094.6384,13,Non-Consumable
NCH18,9.3,Non-Edible,0.074753743,Household,246.4802,OUT010,Small,Tier 3,Grocery Store,982.7208,24,Non-Consumable
FDY59,12.857645184136183,Low Fat,0.031251369,Baking Goods,93.3462,OUT027,Medium,Tier 3,Supermarket Type3,1018.0082,37,Food
NCO42,21.25,Non-Edible,0.024705597,Household,145.1102,OUT045,Small,Tier 2,Supermarket Type1,1603.9122,20,Non-Consumable
FDM45,8.655,Regular,0.088693595,Snack Foods,122.5756,OUT017,Small,Tier 2,Supermarket Type1,2181.1608,15,Food
NCV29,11.8,Non-Edible,0.038235337,Health and Hygiene,177.5686,OUT010,Small,Tier 3,Grocery Store,711.0744,24,Non-Consumable
FDT08,12.857645184136183,Low Fat,0.048980156,Fruits and Vegetables,148.705,OUT027,Medium,Tier 3,Supermarket Type3,2996.1,37,Food
NCQ43,12.857645184136183,Non-Edible,0.194874778,Others,110.2912,OUT019,Small,Tier 1,Grocery Store,218.3824,37,Non-Consumable
NCA54,16.5,Non-Edible,0.036611104,Household,180.9318,OUT013,High,Tier 3,Supermarket Type1,3247.7724,35,Non-Consumable
FDW55,12.6,Regular,0.0,Fruits and Vegetables,248.8092,OUT035,Small,Tier 2,Supermarket Type1,6723.2484,18,Food
FDI10,12.857645184136183,Regular,0.07802465,Snack Foods,171.4422,OUT027,Medium,Tier 3,Supermarket Type3,3448.844,37,Food
NCS53,12.857645184136183,Non-Edible,0.157190017,Health and Hygiene,156.8604,OUT019,Small,Tier 1,Grocery Store,316.9208,37,Non-Consumable
FDZ35,12.857645184136183,Regular,0.022170592,Breads,105.199,OUT027,Medium,Tier 3,Supermarket Type3,3199.169,37,Food
FDF10,15.5,Regular,0.156797787,Snack Foods,148.6418,OUT013,High,Tier 3,Supermarket Type1,3972.8286,35,Food
FDO38,17.25,Low Fat,0.07325106,Canned,76.4986,OUT017,Small,Tier 2,Supermarket Type1,778.986,15,Food
FDY45,17.5,Low Fat,0.026289984,Snack Foods,253.7356,OUT017,Small,Tier 2,Supermarket Type1,3815.034,15,Food
FDC40,16.0,Regular,0.065328932,Dairy,78.4986,OUT018,Medium,Tier 3,Supermarket Type2,1791.6678,13,Food
NCO54,19.5,Non-Edible,0.014296484,Household,53.7614,OUT049,Medium,Tier 1,Supermarket Type1,1436.7964,23,Non-Consumable
FDQ14,9.27,Low Fat,0.062038986,Dairy,148.005,OUT018,Medium,Tier 3,Supermarket Type2,1797.66,13,Food
FDM10,18.25,Low Fat,0.075908374,Snack Foods,213.4218,OUT013,High,Tier 3,Supermarket Type1,3846.9924,35,Food
DRK23,8.395,Low Fat,0.072383777,Hard Drinks,251.504,OUT017,Small,Tier 2,Supermarket Type1,7084.112,15,Drinks
NCR17,9.8,Non-Edible,0.024363026,Health and Hygiene,114.0492,OUT013,High,Tier 3,Supermarket Type1,2085.2856,35,Non-Consumable
FDG31,12.857645184136183,Low Fat,0.066351687,Meat,65.0826,OUT019,Small,Tier 1,Grocery Store,193.7478,37,Food
FDH02,7.27,Regular,0.020823289,Canned,92.4488,OUT045,Small,Tier 2,Supermarket Type1,996.0368,20,Food
DRH37,17.6,Low Fat,0.041851756,Soft Drinks,162.7526,OUT017,Small,Tier 2,Supermarket Type1,3124.5994,15,Drinks
DRC36,13.0,Regular,0.045239326,Soft Drinks,174.1054,OUT017,Small,Tier 2,Supermarket Type1,4377.635,15,Drinks
FDB56,8.75,Regular,0.074778547,Fruits and Vegetables,186.3556,OUT045,Small,Tier 2,Supermarket Type1,3567.3564,20,Food
NCK54,12.15,Non-Edible,0.029583249,Household,114.715,OUT045,Small,Tier 2,Supermarket Type1,1048.635,20,Non-Consumable
NCQ17,10.3,Non-Edible,0.0,Health and Hygiene,154.663,OUT013,High,Tier 3,Supermarket Type1,2816.334,35,Non-Consumable
FDM13,6.425,Low Fat,0.063432676,Breakfast,132.8626,OUT018,Medium,Tier 3,Supermarket Type2,524.6504,13,Food
FDT44,16.6,Low Fat,0.103406065,Fruits and Vegetables,116.4466,OUT018,Medium,Tier 3,Supermarket Type2,1178.466,13,Food
FDO28,12.857645184136183,Low Fat,0.126585095,Frozen Foods,122.4098,OUT019,Small,Tier 1,Grocery Store,120.5098,37,Food
NCK07,10.65,Non-Edible,0.04896208,Others,165.8526,OUT017,Small,Tier 2,Supermarket Type1,3946.8624,15,Non-Consumable
NCP05,19.6,Non-Edible,0.025286583,Health and Hygiene,151.8024,OUT046,Small,Tier 1,Supermarket Type1,1366.2216,25,Non-Consumable
FDX11,16.0,Regular,0.106752081,Baking Goods,181.4634,OUT046,Small,Tier 1,Supermarket Type1,1090.5804,25,Food
FDS52,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,OUT045,Small,Tier 2,Supermarket Type1,607.2096,20,Food
FDB14,20.25,Regular,0.102932246,Canned,93.212,OUT045,Small,Tier 2,Supermarket Type1,1304.968,20,Food
NCY06,12.857645184136183,Non-Edible,0.060888514,Household,130.1968,OUT027,Medium,Tier 3,Supermarket Type3,1565.9616,37,Non-Consumable
FDS45,5.175,Regular,0.029662795,Snack Foods,105.2622,OUT017,Small,Tier 2,Supermarket Type1,2328.9684,15,Food
DRF23,4.61,Low Fat,0.0,Hard Drinks,173.8396,OUT046,Small,Tier 1,Supermarket Type1,1221.0772,25,Drinks
FDD33,12.857645184136183,Low Fat,0.0,Fruits and Vegetables,231.9642,OUT027,Medium,Tier 3,Supermarket Type3,6970.926,37,Food
NCA53,11.395,Non-Edible,0.009918699,Health and Hygiene,49.4034,OUT018,Medium,Tier 3,Supermarket Type2,777.6544,13,Non-Consumable
FDC46,17.7,Low Fat,0.116520447,Snack Foods,186.0266,OUT035,Small,Tier 2,Supermarket Type1,2950.8256,18,Food
NCW41,18.0,Non-Edible,0.015447454,Health and Hygiene,159.2604,OUT035,Small,Tier 2,Supermarket Type1,3961.51,18,Non-Consumable
FDZ39,19.7,Regular,0.018098194,Meat,104.599,OUT018,Medium,Tier 3,Supermarket Type2,309.597,13,Food
FDE51,5.925,Regular,0.097012989,Dairy,42.9086,OUT017,Small,Tier 2,Supermarket Type1,758.3462,15,Food
FDG32,12.857645184136183,Low Fat,0.17514326,Fruits and Vegetables,222.3772,OUT027,Medium,Tier 3,Supermarket Type3,9562.2196,37,Food
NCK07,10.65,Non-Edible,0.048785427,Others,163.9526,OUT045,Small,Tier 2,Supermarket Type1,1644.526,20,Non-Consumable
NCQ41,14.8,Non-Edible,0.019476708,Health and Hygiene,193.0794,OUT035,Small,Tier 2,Supermarket Type1,3901.588,18,Non-Consumable
FDL36,15.1,Low Fat,0.076229769,Baking Goods,90.483,OUT045,Small,Tier 2,Supermarket Type1,1617.894,20,Food
FDQ26,13.5,Regular,0.0,Dairy,57.8562,OUT049,Medium,Tier 1,Supermarket Type1,711.0744,23,Food
FDR02,16.7,Low Fat,0.022190488,Dairy,113.1886,OUT017,Small,Tier 2,Supermarket Type1,3335.658,15,Food
FDV59,13.35,Low Fat,0.0,Breads,217.6166,OUT018,Medium,Tier 3,Supermarket Type2,3265.749,13,Food
