Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDA52,16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,Small,Tier 2,Supermarket Type1,1411.496,19,Food
FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,Medium,Tier 1,Supermarket Type1,3238.4512,24,Food
NCO26,7.235,Non-Edible,0.076791671,Household,116.4492,OUT013,High,Tier 3,Supermarket Type1,2316.984,36,Non-Consumable
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,Small,Tier 2,Supermarket Type1,1240.3854,19,Drinks
FDC60,12.857645184136183,Regular,0.2004264,Baking Goods,88.8514,OUT019,Small,Tier 1,Grocery Store,265.6542,38,Food
DRD25,12.857645184136183,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,Medium,Tier 3,Supermarket Type3,2716.464,38,Drinks
FDB26,14.0,Regular,0.031261583,Canned,52.564,OUT035,Small,Tier 2,Supermarket Type1,639.168,19,Food
FDK51,19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,Small,Tier 1,Supermarket Type1,2649.884,26,Food
FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,Small,Tier 2,Supermarket Type1,852.224,16,Food
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,Small,Tier 3,Grocery Store,449.415,25,Food
FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,Small,Tier 2,Supermarket Type1,2303.668,16,Food
FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,Small,Tier 3,Grocery Store,89.883,25,Food
NCA54,16.5,Non-Edible,0.036641597,Household,178.7318,OUT046,Small,Tier 1,Supermarket Type1,1263.0226,26,Non-Consumable
FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,Small,Tier 2,Supermarket Type1,2277.7018,21,Food
FDG31,12.15,Low Fat,0.037864854,Meat,63.0826,OUT013,High,Tier 3,Supermarket Type1,322.913,36,Food
FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,Medium,Tier 1,Supermarket Type1,1295.6468,24,Food
FDI09,20.75,Regular,0.12953868,Seafood,240.288,OUT049,Medium,Tier 1,Supermarket Type1,2396.88,24,Food
FDI20,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,High,Tier 3,Supermarket Type1,5487.5236,36,Food
DRI51,17.25,Low Fat,0.0,Dairy,171.5764,OUT045,Small,Tier 2,Supermarket Type1,4637.9628,21,Drinks
DRZ11,12.857645184136183,Regular,0.112119359,Soft Drinks,123.0388,OUT027,Medium,Tier 3,Supermarket Type3,1981.4208,38,Drinks
FDY07,12.857645184136183,Low Fat,0.0,Fruits and Vegetables,45.9402,OUT027,Medium,Tier 3,Supermarket Type3,872.8638,38,Food
FDC58,10.195,Low Fat,0.041907414,Snack Foods,43.8428,OUT013,High,Tier 3,Supermarket Type1,175.7712,36,Food
NCC30,16.6,Non-Edible,0.027556247,Household,176.6344,OUT013,High,Tier 3,Supermarket Type1,1962.7784,36,Non-Consumable
FDY03,17.6,Regular,0.076058484,Meat,111.8202,OUT013,High,Tier 3,Supermarket Type1,2025.3636,36,Food
FDZ44,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,Small,Tier 1,Supermarket Type1,1874.8928,26,Food
FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,Small,Tier 2,Supermarket Type1,2348.9424,21,Food
DRD15,10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,Medium,Tier 1,Supermarket Type1,3020.7346,24,Drinks
FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,Small,Tier 2,Supermarket Type1,4655.2736,16,Food
FDP25,15.2,Low Fat,0.021207519,Canned,219.4824,OUT046,Small,Tier 1,Supermarket Type1,1747.0592,26,Food
DRK59,8.895,Low Fat,0.0,Hard Drinks,232.9616,OUT045,Small,Tier 2,Supermarket Type1,2812.3392,21,Drinks
DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,Small,Tier 2,Supermarket Type1,1850.924,19,Drinks
FDU33,7.63,Regular,0.225476528,Snack Foods,45.1402,OUT010,Small,Tier 3,Grocery Store,45.9402,25,Food
FDX47,6.55,Regular,0.034800079,Breads,157.5288,OUT017,Small,Tier 2,Supermarket Type1,1571.288,16,Food
FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,High,Tier 3,Supermarket Type1,2783.044,36,Food
FDZ56,12.857645184136183,Low Fat,0.025612348,Fruits and Vegetables,168.2474,OUT027,Medium,Tier 3,Supermarket Type3,3200.5006,38,Food
NCO26,7.235,Non-Edible,0.077290355,Household,116.9492,OUT017,Small,Tier 2,Supermarket Type1,2316.984,16,Non-Consumable
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,Small,Tier 2,Supermarket Type1,491.3604,19,Food
FDL13,13.85,Regular,0.094265737,Breakfast,233.93,OUT010,Small,Tier 3,Grocery Store,233.03,25,Food
FDD57,18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,OUT013,High,Tier 3,Supermarket Type1,476.047,36,Food
FDE46,18.6,Low Fat,0.01575657,Snack Foods,153.1366,OUT013,High,Tier 3,Supermarket Type1,3173.8686,36,Food
FDB28,6.615,Low Fat,0.156307983,Dairy,196.3426,OUT010,Small,Tier 3,Grocery Store,790.9704,25,Food
FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,Small,Tier 3,Grocery Store,153.134,25,Food
DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,Small,Tier 2,Supermarket Type1,3369.6138,21,Drinks
FDL33,7.235,Low Fat,0.0,Snack Foods,197.2452,OUT035,Small,Tier 2,Supermarket Type1,2348.9424,19,Food
FDS03,7.825,Low Fat,0.07962861,Meat,63.4826,OUT046,Small,Tier 1,Supermarket Type1,2002.0606,26,Food
NCY18,12.857645184136183,Non-Edible,0.03100078,Household,177.0054,OUT027,Medium,Tier 3,Supermarket Type3,2101.2648,38,Non-Consumable
FDE50,19.7,Regular,0.016202582,Canned,188.2556,OUT035,Small,Tier 2,Supermarket Type1,3379.6008,19,Food
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,Small,Tier 2,Supermarket Type1,494.0236,19,Food
FDI34,10.65,Regular,0.085308611,Snack Foods,230.2668,OUT045,Small,Tier 2,Supermarket Type1,5759.17,21,Food
FDO15,16.75,Regular,0.008564925,Meat,73.2038,OUT035,Small,Tier 2,Supermarket Type1,1404.1722,19,Food
DRI39,13.8,Low Fat,0.097457483,Dairy,55.393,OUT018,Medium,Tier 3,Supermarket Type2,1018.674,14,Drinks
NCO14,9.6,Non-Edible,0.029619203,Household,43.6086,OUT013,High,Tier 3,Supermarket Type1,624.5204,36,Non-Consumable
NCN19,13.1,Non-Edible,0.0,Others,189.253,OUT046,Small,Tier 1,Supermarket Type1,1518.024,26,Non-Consumable
DRJ25,14.6,Low Fat,0.150872868,Soft Drinks,47.5692,OUT045,Small,Tier 2,Supermarket Type1,1379.5376,21,Drinks
FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,Medium,Tier 3,Supermarket Type2,1180.4634,14,Food
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,Small,Tier 1,Supermarket Type1,857.5504,26,Food
NCQ43,17.75,Non-Edible,0.111209003,Others,107.7912,OUT013,High,Tier 3,Supermarket Type1,982.7208,36,Non-Consumable
FDY57,20.2,Regular,0.121153331,Snack Foods,97.3752,OUT013,High,Tier 3,Supermarket Type1,958.752,36,Food
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,Small,Tier 2,Supermarket Type1,1693.7952,16,Food
NCG19,20.25,Non-Edible,0.148163564,Household,232.7616,OUT049,Medium,Tier 1,Supermarket Type1,1874.8928,24,Non-Consumable
FDI33,12.857645184136183,Low Fat,0.028281197,Snack Foods,90.2146,OUT027,Medium,Tier 3,Supermarket Type3,3648.584,38,Food
FDW27,5.86,Regular,0.150853308,Meat,156.0314,OUT046,Small,Tier 1,Supermarket Type1,2016.7082,26,Food
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,Small,Tier 2,Supermarket Type1,1358.232,16,Food
FDZ39,19.7,Regular,0.018024769,Meat,104.499,OUT046,Small,Tier 1,Supermarket Type1,1031.99,26,Food
NCK19,9.8,Non-Edible,0.090448534,Others,194.5478,OUT035,Small,Tier 2,Supermarket Type1,774.9912,19,Non-Consumable
FDY20,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,Small,Tier 1,Supermarket Type1,1267.6832,26,Food
FDN39,19.35,Regular,0.109667698,Meat,166.0816,OUT010,Small,Tier 3,Grocery Store,671.1264,25,Food
NCY41,16.75,Non-Edible,0.075735621,Health and Hygiene,34.5532,OUT046,Small,Tier 1,Supermarket Type1,323.5788,26,Non-Consumable
NCN14,19.1,Non-Edible,0.091917786,Others,182.7608,OUT046,Small,Tier 1,Supermarket Type1,1837.608,26,Non-Consumable
FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,Small,Tier 3,Grocery Store,190.4188,25,Food
FDW49,19.5,Low Fat,0.082483516,Canned,179.2002,OUT013,High,Tier 3,Supermarket Type1,2865.6032,36,Food
FDN23,6.575,Regular,0.075507758,Breads,146.4444,OUT046,Small,Tier 1,Supermarket Type1,1596.5884,26,Food
FDS33,6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,Small,Tier 2,Supermarket Type1,2125.2336,16,Food
FDY36,12.3,Low Fat,0.009425158,Baking Goods,74.838,OUT049,Medium,Tier 1,Supermarket Type1,1537.998,24,Food
FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,Small,Tier 2,Supermarket Type1,1255.033,21,Food
FDR15,12.857645184136183,Regular,0.058545606,Meat,155.8314,OUT019,Small,Tier 1,Grocery Store,310.2628,38,Food
NCP50,17.35,Non-Edible,0.020676141,Others,80.6618,OUT017,Small,Tier 2,Supermarket Type1,1208.427,16,Non-Consumable
FDS40,15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,Small,Tier 3,Grocery Store,36.619,25,Food
FDG38,8.975,Regular,0.05272914,Canned,86.4224,OUT046,Small,Tier 1,Supermarket Type1,1022.6688,26,Food
NCO18,13.15,Non-Edible,0.024630755,Household,178.2686,OUT013,High,Tier 3,Supermarket Type1,2666.529,36,Non-Consumable
NCO54,19.5,Non-Edible,0.014274292,Household,55.6614,OUT046,Small,Tier 1,Supermarket Type1,718.3982,26,Non-Consumable
NCW18,15.1,Non-Edible,0.059313603,Household,238.1248,OUT035,Small,Tier 2,Supermarket Type1,4266.4464,19,Non-Consumable
FDB36,5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,Small,Tier 2,Supermarket Type1,2360.9268,19,Food
FDJ45,17.75,Low Fat,0.073349552,Seafood,34.2216,OUT013,High,Tier 3,Supermarket Type1,934.7832,36,Food
FDP60,12.857645184136183,Low Fat,0.055648052,Baking Goods,100.3016,OUT027,Medium,Tier 3,Supermarket Type3,2833.6448,38,Food
DRD12,6.96,Low Fat,0.077129323,Soft Drinks,92.7146,OUT013,High,Tier 3,Supermarket Type1,1733.0774,36,Drinks
FDR47,17.85,Low Fat,0.087824967,Breads,196.0794,OUT018,Medium,Tier 3,Supermarket Type2,1755.7146,14,Food
FDJ10,5.095,Regular,0.130031207,Snack Foods,142.4838,OUT018,Medium,Tier 3,Supermarket Type2,561.9352,14,Food
DRC25,5.73,Low Fat,0.045334098,Soft Drinks,87.0882,OUT013,High,Tier 3,Supermarket Type1,1803.6522,36,Drinks
NCW54,7.5,Non-Edible,0.096333029,Household,57.8588,OUT013,High,Tier 3,Supermarket Type1,1145.176,36,Non-Consumable
FDA26,7.855,Regular,0.073858923,Dairy,218.6482,OUT013,High,Tier 3,Supermarket Type1,3723.8194,36,Food
DRF01,5.655,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,Small,Tier 2,Supermarket Type1,1895.5326,19,Drinks
NCZ17,12.15,Non-Edible,0.132952286,Health and Hygiene,37.6506,OUT010,Small,Tier 3,Grocery Store,37.9506,25,Non-Consumable
FDK46,9.6,Low Fat,0.086145867,Snack Foods,258.362,OUT010,Small,Tier 3,Grocery Store,259.662,25,Food
NCU41,18.85,Non-Edible,0.0520115,Health and Hygiene,190.3846,OUT013,High,Tier 3,Supermarket Type1,3630.6074,36,Non-Consumable
FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,Small,Tier 2,Supermarket Type1,3560.6984,19,Food
FDT15,12.15,Regular,0.071440118,Meat,182.295,OUT010,Small,Tier 3,Grocery Store,549.285,25,Food
DRI25,19.6,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,Medium,Tier 1,Supermarket Type1,773.6596,24,Drinks
FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Small,Tier 1,Supermarket Type1,878.856,26,Food
FDZ15,12.857645184136183,Low Fat,0.020769677,Dairy,117.5782,OUT027,Medium,Tier 3,Supermarket Type3,2741.0986,38,Food
FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,Small,Tier 2,Supermarket Type1,2098.6016,19,Food
NCM05,6.825,Non-Edible,0.059846975,Health and Hygiene,262.5226,OUT046,Small,Tier 1,Supermarket Type1,9779.9362,26,Non-Consumable
FDD38,12.857645184136183,Regular,0.014342659,Canned,103.7674,OUT019,Small,Tier 1,Grocery Store,203.7348,38,Food
DRI01,7.97,Low Fat,0.057667173,Soft Drinks,172.1422,OUT010,Small,Tier 3,Grocery Store,517.3266,25,Drinks
DRG13,17.25,Low Fat,0.037155206,Soft Drinks,166.4526,OUT013,High,Tier 3,Supermarket Type1,3782.4098,36,Drinks
NCT30,9.1,Non-Edible,0.080417724,Household,48.8718,OUT049,Medium,Tier 1,Supermarket Type1,425.4462,24,Non-Consumable
NCG42,19.2,Non-Edible,0.041227831,Household,129.831,OUT046,Small,Tier 1,Supermarket Type1,1947.465,26,Non-Consumable
FDB14,12.857645184136183,Regular,0.102226474,Canned,91.312,OUT027,Medium,Tier 3,Supermarket Type3,3075.996,38,Food
FDO27,12.857645184136183,Regular,0.178210285,Meat,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,3930.8832,38,Food
FDC14,14.5,Regular,0.06904249,Canned,41.4454,OUT010,Small,Tier 3,Grocery Store,41.9454,25,Food
FDB49,12.857645184136183,Regular,0.052791124,Baking Goods,98.5384,OUT019,Small,Tier 1,Grocery Store,591.2304,38,Food
FDZ23,17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,Medium,Tier 1,Supermarket Type1,2796.36,24,Food
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,Small,Tier 2,Supermarket Type1,1765.0358,16,Food
FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,Small,Tier 2,Supermarket Type1,3295.71,16,Food
NCR54,16.35,Non-Edible,0.091074449,Household,196.811,OUT017,Small,Tier 2,Supermarket Type1,3338.987,16,Non-Consumable
DRF01,5.655,Low Fat,0.0,Soft Drinks,147.5102,OUT046,Small,Tier 1,Supermarket Type1,1166.4816,26,Drinks
DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,Medium,Tier 1,Supermarket Type1,865.54,24,Drinks
FDL58,5.78,Regular,0.074087369,Snack Foods,264.9568,OUT013,High,Tier 3,Supermarket Type1,6855.0768,36,Food
FDD44,8.05,Regular,0.0,Fruits and Vegetables,257.5646,OUT013,High,Tier 3,Supermarket Type1,5153.292,36,Food
FDT50,6.75,Regular,0.108679906,Dairy,95.6752,OUT018,Medium,Tier 3,Supermarket Type2,1246.3776,14,Food
DRM23,16.6,Low Fat,0.136500981,Hard Drinks,173.3422,OUT017,Small,Tier 2,Supermarket Type1,4138.6128,16,Drinks
NCM31,6.095,Non-Edible,0.081361288,Others,141.9154,OUT045,Small,Tier 2,Supermarket Type1,2694.4926,21,Non-Consumable
FDY21,15.1,Low Fat,0.0,Snack Foods,197.211,OUT010,Small,Tier 3,Grocery Store,196.411,25,Food
FDR22,19.35,Regular,0.018591464,Snack Foods,112.9544,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528,24,Food
NCV06,11.3,Non-Edible,0.066952965,Household,192.0478,OUT018,Medium,Tier 3,Supermarket Type2,3099.9648,14,Non-Consumable
FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,Small,Tier 2,Supermarket Type1,4541.4218,16,Food
FDH60,19.7,Regular,0.0,Baking Goods,194.411,OUT049,Medium,Tier 1,Supermarket Type1,5106.686,24,Food
FDR08,12.857645184136183,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,Small,Tier 1,Grocery Store,111.1886,38,Food
FDA47,10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,Medium,Tier 3,Supermarket Type2,1794.331,14,Food
FDS37,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,Medium,Tier 1,Supermarket Type1,1853.5872,24,Food
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,1625.8836,14,Food
FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,Small,Tier 1,Supermarket Type1,1090.5804,26,Food
FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,Medium,Tier 1,Supermarket Type1,2892.2352,24,Food
FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,Small,Tier 3,Grocery Store,170.4448,25,Food
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,Small,Tier 3,Grocery Store,551.2824,25,Food
DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,Small,Tier 2,Supermarket Type1,978.726,21,Drinks
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,Small,Tier 2,Supermarket Type1,2992.771,19,Food
FDB50,13.0,Low Fat,0.153618566,Canned,79.6986,OUT046,Small,Tier 1,Supermarket Type1,1480.0734,26,Food
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,2862.94,14,Food
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,Small,Tier 2,Supermarket Type1,681.7792,16,Food
FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,Small,Tier 2,Supermarket Type1,5690.5926,21,Food
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,Small,Tier 3,Grocery Store,185.7582,25,Food
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,Small,Tier 2,Supermarket Type1,1416.8224,16,Drinks
FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,Small,Tier 1,Supermarket Type1,5580.0698,26,Food
FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,Small,Tier 2,Supermarket Type1,905.488,21,Food
FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,Small,Tier 1,Supermarket Type1,2856.282,26,Food
NCX05,15.2,Non-Edible,0.162462044,Health and Hygiene,117.6492,OUT010,Small,Tier 3,Grocery Store,347.5476,25,Non-Consumable
FDU23,12.15,Low Fat,0.0,Breads,164.7184,OUT046,Small,Tier 1,Supermarket Type1,3962.8416,26,Food
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,Small,Tier 2,Supermarket Type1,6040.1376,19,Food
FDQ51,12.857645184136183,Regular,0.017466284,Meat,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,1323.6104,38,Food
FDH21,12.857645184136183,Low Fat,0.031073804,Seafood,157.5604,OUT027,Medium,Tier 3,Supermarket Type3,5704.5744,38,Food
DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,Small,Tier 2,Supermarket Type1,1114.5492,16,Drinks
NCI43,19.85,Non-Edible,0.025968706,Household,49.5376,OUT046,Small,Tier 1,Supermarket Type1,1006.6896,26,Non-Consumable
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,Small,Tier 2,Supermarket Type1,690.4346,21,Drinks
NCF30,17.0,Non-Edible,0.126958147,Household,125.8362,OUT017,Small,Tier 2,Supermarket Type1,2516.724,16,Non-Consumable
FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,Small,Tier 1,Supermarket Type1,1038.648,26,Food
FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,Small,Tier 1,Supermarket Type1,1208.427,26,Food
FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,Small,Tier 2,Supermarket Type1,522.653,21,Food
FDY55,12.857645184136183,Low Fat,0.0,Fruits and Vegetables,255.7988,OUT027,Medium,Tier 3,Supermarket Type3,9251.9568,38,Food
FDK40,7.035,Low Fat,0.0,Frozen Foods,263.291,OUT010,Small,Tier 3,Grocery Store,525.982,25,Food
FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,Medium,Tier 3,Supermarket Type2,2048.6666,14,Food
FDP33,12.857645184136183,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,Medium,Tier 3,Supermarket Type3,10993.6896,38,Food
FDN49,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,Small,Tier 3,Grocery Store,39.948,25,Food
FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,Small,Tier 2,Supermarket Type1,2482.1024,21,Food
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,Small,Tier 2,Supermarket Type1,1635.8706,21,Food
DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,Small,Tier 2,Supermarket Type1,3383.5956,16,Drinks
NCU17,12.857645184136183,Non-Edible,0.092433518,Health and Hygiene,101.6674,OUT027,Medium,Tier 3,Supermarket Type3,1426.1436,38,Non-Consumable
FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.585,OUT035,Small,Tier 2,Supermarket Type1,4327.7,19,Food
DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,High,Tier 3,Supermarket Type1,3579.3408,36,Drinks
NCL29,9.695,Non-Edible,0.113917889,Health and Hygiene,158.2604,OUT035,Small,Tier 2,Supermarket Type1,2693.8268,19,Non-Consumable
FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,Medium,Tier 1,Supermarket Type1,1957.452,24,Food
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,High,Tier 3,Supermarket Type1,2931.5174,36,Drinks
FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,Small,Tier 2,Supermarket Type1,5438.9202,19,Food
NCJ30,5.82,Non-Edible,0.134975628,Household,170.579,OUT010,Small,Tier 3,Grocery Store,509.337,25,Non-Consumable
FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,Small,Tier 1,Supermarket Type1,1201.769,26,Food
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,Small,Tier 2,Supermarket Type1,2564.6616,21,Food
FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.337,OUT049,Medium,Tier 1,Supermarket Type1,1411.496,24,Food
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,Small,Tier 2,Supermarket Type1,1291.652,21,Drinks
FDJ15,11.35,Regular,0.023358738,Dairy,184.4608,OUT049,Medium,Tier 1,Supermarket Type1,4042.7376,24,Food
FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,Small,Tier 2,Supermarket Type1,5201.2296,19,Food
NCG30,12.857645184136183,Non-Edible,0.111777297,Household,124.6046,OUT027,Medium,Tier 3,Supermarket Type3,2863.6058,38,Non-Consumable
FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.866,OUT046,Small,Tier 1,Supermarket Type1,1078.596,26,Food
FDX57,17.25,Regular,0.047266211,Snack Foods,97.0068,OUT046,Small,Tier 1,Supermarket Type1,1846.9292,26,Food
FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,Medium,Tier 1,Supermarket Type1,476.047,24,Food
FDT08,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,High,Tier 3,Supermarket Type1,2696.49,36,Food
NCN29,15.2,Non-Edible,0.020280476,Health and Hygiene,49.1034,OUT010,Small,Tier 3,Grocery Store,194.4136,25,Non-Consumable
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,Small,Tier 2,Supermarket Type1,535.3032,21,Food
NCR29,12.857645184136183,Non-Edible,0.054376275,Health and Hygiene,56.293,OUT027,Medium,Tier 3,Supermarket Type3,2546.685,38,Non-Consumable
FDZ02,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,Small,Tier 3,Grocery Store,195.7452,25,Food
FDP40,12.857645184136183,Regular,0.060154968,Frozen Foods,110.1544,OUT019,Small,Tier 1,Grocery Store,111.8544,38,Food
FDE11,12.857645184136183,Regular,0.134441765,Starchy Foods,183.9924,OUT027,Medium,Tier 3,Supermarket Type3,6478.234,38,Food
DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,High,Tier 3,Supermarket Type1,605.878,36,Drinks
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,Small,Tier 2,Supermarket Type1,2976.7918,19,Food
FDO39,12.857645184136183,Regular,0.136701678,Meat,182.1608,OUT027,Medium,Tier 3,Supermarket Type3,5880.3456,38,Food
FDG32,12.857645184136183,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,Small,Tier 1,Grocery Store,889.5088,38,Food
FDU50,12.857645184136183,Regular,0.074806196,Dairy,112.9176,OUT027,Medium,Tier 3,Supermarket Type3,3435.528,38,Food
FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,Small,Tier 2,Supermarket Type1,1110.5544,19,Food
NCN43,12.15,Non-Edible,0.006754117,Others,122.173,OUT013,High,Tier 3,Supermarket Type1,2586.633,36,Non-Consumable
FDK34,13.35,Low Fat,0.0,Snack Foods,238.7564,OUT018,Medium,Tier 3,Supermarket Type2,1906.8512,14,Food
NCN41,17.0,Non-Edible,0.052209303,Health and Hygiene,122.373,OUT046,Small,Tier 1,Supermarket Type1,2586.633,26,Non-Consumable
FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,1378.206,24,Food
FDP46,12.857645184136183,Low Fat,0.13064231,Snack Foods,88.383,OUT019,Small,Tier 1,Grocery Store,89.883,38,Food
NCD07,9.1,Non-Edible,0.055382616,Household,115.0518,OUT013,High,Tier 3,Supermarket Type1,683.1108,36,Non-Consumable
FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.1298,OUT046,Small,Tier 1,Supermarket Type1,1348.245,26,Food
FDC20,12.857645184136183,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,Small,Tier 1,Grocery Store,111.8544,38,Food
FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,High,Tier 3,Supermarket Type1,4514.124,36,Food
DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,Medium,Tier 3,Supermarket Type2,937.4464,14,Drinks
